Purchase Order ID,Status Description,Employee ID,Employee Name,Vendor ID,Vendor Name,Ship Method ID,Ship Method,Order Date,Ship Date,Sub Total,Tax Amt,Freight,Total Due
G-84676589,Complete,258,Erin Hagens,1508,"Compete Enterprises, Inc",2,ZY - EXPRESS,2024-12-20 0:00,2024-12-26 0:00,2116.3405,169.3072,203.4552,2489.1029
G-75873016,Complete,253,Linda Meisner,1576,Superior Bicycles,4,OVERNIGHT J-FAST,2020-03-06 0:00,2020-03-10 0:00,41529.0533,3322.3243,3202.5602,48053.9378
B-29708308,Rejected,259,Ben Miller,1576,Superior Bicycles,5,CARGO TRANSPORT 5,2023-02-17 0:00,2023-02-22 0:00,44722.2482,3577.7799,6542.7214,55939.6045
G-83977319,Complete,254,Fukiko Ogisu,1684,Professional Athletic Consultants,2,ZY - EXPRESS,2020-04-11 0:00,2020-04-14 0:00,39297.0444,3143.7636,8489.2368,50930.0448
D-91085753,Complete,261,Reinout Hillmann,1584,Trey Research,2,ZY - EXPRESS,2022-07-15 0:00,2022-07-21 0:00,10070.7134,805.6571,882.0665,11758.437
J-80883173,Complete,258,Erin Hagens,1576,Superior Bicycles,1,XRQ - TRUCK GROUND,2022-06-06 0:00,2022-06-12 0:00,43631.4616,3490.5169,4502.4366,51624.4151
A-70383006,Complete,259,Ben Miller,1576,Superior Bicycles,1,XRQ - TRUCK GROUND,2024-12-01 0:00,2024-12-05 0:00,45840.3044,3667.2244,4648.3076,54155.8364
G-15312824,Complete,257,Eric Kurjan,1696,Chicago City Saddles,2,ZY - EXPRESS,2021-07-20 0:00,2021-07-28 0:00,40239.9112,3219.1929,5978.3844,49437.6365
G-70955028,Rejected,255,Gordon Hee,1684,Professional Athletic Consultants,2,ZY - EXPRESS,2023-09-25 0:00,2023-09-30 0:00,20147.404,1611.7923,2794.0354,24553.2317
A-33785405,Complete,260,Annette Hill,1576,Superior Bicycles,5,CARGO TRANSPORT 5,2022-12-23 0:00,2022-12-29 0:00,43631.4616,3490.5169,3099.3262,49216.8786
D-74861984,Complete,250,Sheela Word,1568,"Custom Frames, Inc.",5,CARGO TRANSPORT 5,2025-01-24 0:00,2025-02-03 0:00,12028.8776,962.3102,3247.2818,16563.239
B-70316951,Complete,250,Sheela Word,1578,"Vision Cycles, Inc.",1,XRQ - TRUCK GROUND,2024-12-24 0:00,2024-12-30 0:00,18172.8422,1453.8274,1136.1215,20762.7911
K-41769018,Complete,259,Ben Miller,1684,Professional Athletic Consultants,5,CARGO TRANSPORT 5,2020-06-27 0:00,2020-07-07 0:00,39297.0444,3143.7636,7629.2183,50070.0263
J-25968119,Complete,258,Erin Hagens,1576,Superior Bicycles,2,ZY - EXPRESS,2024-11-29 0:00,2024-12-04 0:00,45840.3044,3667.2244,4954.7114,54462.2402
A-64766491,Complete,261,Reinout Hillmann,1576,Superior Bicycles,5,CARGO TRANSPORT 5,2020-12-28 0:00,2021-01-22 0:00,41529.0533,3322.3243,7353.7795,51161.054
J-99428968,Complete,261,Reinout Hillmann,1578,"Vision Cycles, Inc.",1,XRQ - TRUCK GROUND,2024-02-17 0:00,2024-02-24 0:00,31615.8064,2529.2645,3308.3274,37453.3983
G-64310444,Complete,251,Mikael Sandberg,1576,Superior Bicycles,4,OVERNIGHT J-FAST,2020-06-28 0:00,2020-07-02 0:00,41529.0533,3322.3243,2483.9207,47335.2983
J-39287447,Complete,260,Annette Hill,1684,Professional Athletic Consultants,4,OVERNIGHT J-FAST,2020-08-01 0:00,2020-08-04 0:00,39297.0444,3143.7636,3350.5483,45791.3563
C-68130738,Complete,261,Reinout Hillmann,1632,Sport Fan Co.,4,OVERNIGHT J-FAST,2025-09-13 0:00,2025-09-18 0:00,70252.3039,5620.1843,4104.6479,79976.8621
G-83352299,Complete,259,Ben Miller,1678,"Proseware, Inc.",5,CARGO TRANSPORT 5,2025-04-11 0:00,2025-04-19 0:00,66397.3132,5311.7851,20269.3454,91978.4437
J-76807868,Complete,261,Reinout Hillmann,1588,Signature Cycles,4,OVERNIGHT J-FAST,2022-12-05 0:00,2022-12-08 0:00,42520.0545,3401.6044,4151.4882,50073.1471
B-37506061,Complete,258,Erin Hagens,1632,Sport Fan Co.,5,CARGO TRANSPORT 5,2021-06-01 0:00,2021-06-09 0:00,63645.12,5091.6096,4277.1599,73013.8895
G-73667747,Complete,256,Frank Pellow,1646,Electronic Bike Repair & Supplies,4,OVERNIGHT J-FAST,2021-07-08 0:00,2021-07-10 0:00,49231.4419,3938.5154,4248.5859,57418.5432
F-90231341,Complete,260,Annette Hill,1588,Signature Cycles,5,CARGO TRANSPORT 5,2021-11-28 0:00,2021-12-08 0:00,41482.98,3318.6384,2352.5856,47154.204
A-46320715,Rejected,257,Eric Kurjan,1576,Superior Bicycles,5,CARGO TRANSPORT 5,2022-04-22 0:00,2022-05-01 0:00,43631.4616,3490.5169,5198.8041,53367.1983
A-91652566,Complete,259,Ben Miller,1576,Superior Bicycles,5,CARGO TRANSPORT 5,2020-07-03 0:00,2020-07-09 0:00,41529.0533,3322.3243,8647.0901,52428.4983
J-66022681,Complete,252,Arvind Rao,1678,"Proseware, Inc.",4,OVERNIGHT J-FAST,2022-02-17 0:00,2022-02-21 0:00,26617.5056,2129.4004,1735.2388,30482.1448
G-26061120,Complete,260,Annette Hill,1576,Superior Bicycles,5,CARGO TRANSPORT 5,2020-05-14 0:00,2020-05-22 0:00,41529.0533,3322.3243,2370.1617,48165.9701
G-84034509,Complete,257,Eric Kurjan,1576,Superior Bicycles,4,OVERNIGHT J-FAST,2020-05-29 0:00,2020-06-02 0:00,41529.0533,3322.3243,3180.117,48031.4946
J-39624645,Complete,254,Fukiko Ogisu,1576,Superior Bicycles,5,CARGO TRANSPORT 5,2025-04-27 0:00,2025-05-03 0:00,46986.312,3758.905,3572.0684,53230.9397
J-79932289,Complete,258,Erin Hagens,1658,Crowley Sport,4,OVERNIGHT J-FAST,2024-04-05 0:00,2024-04-10 0:00,48433.5987,3874.6879,4006.2722,56314.5588
G-13072126,Complete,250,Sheela Word,1684,Professional Athletic Consultants,5,CARGO TRANSPORT 5,2024-09-24 0:00,2024-09-29 0:00,43376.5842,3470.1267,8822.8814,55669.5923
A-74870488,Complete,255,Gordon Hee,1696,Chicago City Saddles,4,OVERNIGHT J-FAST,2024-04-09 0:00,2024-04-14 0:00,43333.9832,3466.7187,3069.2739,49869.9758
J-87691705,Complete,251,Mikael Sandberg,1632,Sport Fan Co.,5,CARGO TRANSPORT 5,2022-01-20 0:00,2022-01-25 0:00,24870.1061,1989.6085,2243.8323,29103.5469
J-60407409,Complete,257,Eric Kurjan,1684,Professional Athletic Consultants,1,XRQ - TRUCK GROUND,2024-03-04 0:00,2024-03-21 0:00,43376.5842,3470.1267,4357.3111,51204.022
A-64659129,Complete,260,Annette Hill,1684,Professional Athletic Consultants,1,XRQ - TRUCK GROUND,2025-05-25 0:00,2025-05-29 0:00,44460.9988,3556.8799,3138.6902,51156.5689
B-78529464,Complete,261,Reinout Hillmann,1646,Electronic Bike Repair & Supplies,4,OVERNIGHT J-FAST,2025-08-25 0:00,2025-08-29 0:00,54342.3002,4347.384,3522.1819,62211.8661
G-63909266,Complete,256,Frank Pellow,1578,"Vision Cycles, Inc.",5,CARGO TRANSPORT 5,2022-09-05 0:00,2022-09-13 0:00,30092.3796,2407.3904,4293.0665,36793.2674
F-46795323,Complete,260,Annette Hill,1576,Superior Bicycles,5,CARGO TRANSPORT 5,2025-05-27 0:00,2025-06-03 0:00,46986.312,3758.905,5234.3428,57099.151
J-63414075,Complete,260,Annette Hill,1684,Professional Athletic Consultants,1,XRQ - TRUCK GROUND,2024-08-22 0:00,2024-08-29 0:00,10555.0656,844.4052,762.447,12161.9178
A-64287591,Rejected,260,Annette Hill,1684,Professional Athletic Consultants,5,CARGO TRANSPORT 5,2021-06-14 0:00,2021-06-19 0:00,40279.4705,3222.3576,5892.8197,49394.6478
E-66116561,Complete,254,Fukiko Ogisu,1508,"Compete Enterprises, Inc",4,OVERNIGHT J-FAST,2023-08-07 0:00,2023-08-11 0:00,40181.2391,3214.4991,3891.5323,47287.2705
B-52613096,Complete,258,Erin Hagens,1576,Superior Bicycles,4,OVERNIGHT J-FAST,2021-11-11 0:00,2021-11-14 0:00,42567.2796,3405.3824,2587.3753,48560.0373
G-30474587,Complete,260,Annette Hill,1632,Sport Fan Co.,4,OVERNIGHT J-FAST,2021-06-01 0:00,2021-06-04 0:00,24263.5181,1941.0814,2290.6127,28495.2122
B-72471555,Complete,258,Erin Hagens,1696,Chicago City Saddles,4,OVERNIGHT J-FAST,2023-03-10 0:00,2023-03-13 0:00,30523.0648,2441.8452,3112.1064,36077.0164
A-80125698,Rejected,254,Fukiko Ogisu,1556,West Junction Cycles,5,CARGO TRANSPORT 5,2023-12-09 0:00,2023-12-14 0:00,27494.3907,2199.5513,3472.9685,33166.9105
B-64875024,Complete,261,Reinout Hillmann,1576,Superior Bicycles,1,XRQ - TRUCK GROUND,2020-03-14 0:00,2020-03-23 0:00,41529.0533,3322.3243,4966.2668,49817.6444
A-82191094,Complete,259,Ben Miller,1508,"Compete Enterprises, Inc",5,CARGO TRANSPORT 5,2022-01-07 0:00,2022-01-16 0:00,39201.2089,3136.0967,5418.6104,47755.916
G-31541259,Complete,253,Linda Meisner,1586,Mitchell Sports,5,CARGO TRANSPORT 5,2022-07-14 0:00,2022-07-20 0:00,46099.7965,3687.9837,5232.0972,55019.4779
G-38162889,Complete,259,Ben Miller,1530,Comfort Road Bicycles,1,XRQ - TRUCK GROUND,2021-07-17 0:00,2021-07-22 0:00,28774.0819,2301.9266,2301.952,33377.9605
C-93263822,Complete,250,Sheela Word,1684,Professional Athletic Consultants,1,XRQ - TRUCK GROUND,2024-06-26 0:00,2024-07-01 0:00,43376.5842,3470.1267,6107.3853,52954.0962
G-75201938,Complete,261,Reinout Hillmann,1578,"Vision Cycles, Inc.",5,CARGO TRANSPORT 5,2021-07-11 0:00,2021-07-21 0:00,29358.4192,2348.6735,4610.0677,36317.1604
J-47647987,Complete,251,Mikael Sandberg,1542,Hill's Bicycle Service,5,CARGO TRANSPORT 5,2023-09-30 0:00,2023-10-11 0:00,30523.0648,2441.8452,3361.2002,36326.1102
A-71887528,Complete,254,Fukiko Ogisu,1684,Professional Athletic Consultants,5,CARGO TRANSPORT 5,2025-01-28 0:00,2025-02-02 0:00,44460.9988,3556.8799,12548.7691,60567.0956
J-93370837,Complete,251,Mikael Sandberg,1576,Superior Bicycles,5,CARGO TRANSPORT 5,2025-08-27 0:00,2025-09-22 0:00,46986.312,3758.905,5443.1354,57312.1194
A-45672251,Complete,257,Eric Kurjan,1652,Victory Bikes,1,XRQ - TRUCK GROUND,2021-03-10 0:00,2021-03-22 0:00,52877.7769,4230.2221,6285.582,63393.581
A-58692576,Complete,255,Gordon Hee,1684,Professional Athletic Consultants,1,XRQ - TRUCK GROUND,2021-07-15 0:00,2021-07-20 0:00,40279.4705,3222.3576,2486.7633,45988.5914
C-55812397,Complete,255,Gordon Hee,1684,Professional Athletic Consultants,4,OVERNIGHT J-FAST,2021-10-22 0:00,2021-10-24 0:00,19176.5892,1534.1271,2390.7807,23101.497
A-21935083,Complete,257,Eric Kurjan,1578,"Vision Cycles, Inc.",5,CARGO TRANSPORT 5,2022-03-29 0:00,2022-04-06 0:00,30092.3796,2407.3904,8463.1873,40962.9573
A-25416001,Complete,253,Linda Meisner,1578,"Vision Cycles, Inc.",3,OVERSEAS - DELUXE,2021-11-10 0:00,2021-12-09 0:00,12483.1286,998.6503,2416.309,15898.0879
A-48274714,Complete,254,Fukiko Ogisu,1658,Crowley Sport,5,CARGO TRANSPORT 5,2024-05-28 0:00,2024-06-02 0:00,48433.5987,3874.6879,13693.7974,66002.084
J-25354840,Rejected,255,Gordon Hee,1654,American Bikes,4,OVERNIGHT J-FAST,2023-01-03 0:00,2023-01-09 0:00,21965.6611,1757.2529,1796.2772,25519.1912
F-51227041,Complete,253,Linda Meisner,1542,Hill's Bicycle Service,4,OVERNIGHT J-FAST,2020-05-19 0:00,2020-05-22 0:00,28343.7,2267.496,2771.0872,33382.2832
G-93618819,Complete,253,Linda Meisner,1684,Professional Athletic Consultants,5,CARGO TRANSPORT 5,2021-05-15 0:00,2021-06-11 0:00,40279.4705,3222.3576,5362.5867,48864.4148
G-82814627,Complete,261,Reinout Hillmann,1586,Mitchell Sports,5,CARGO TRANSPORT 5,2021-09-03 0:00,2021-09-10 0:00,44975.4112,3598.0329,5052.4313,53625.8754
C-29646139,Complete,252,Arvind Rao,1684,Professional Athletic Consultants,1,XRQ - TRUCK GROUND,2024-10-14 0:00,2024-10-20 0:00,32821.5185,2625.7215,4905.1027,40352.3427
G-78650818,Rejected,254,Fukiko Ogisu,1578,"Vision Cycles, Inc.",2,ZY - EXPRESS,2020-11-21 0:00,2020-11-23 0:00,28642.3601,2291.3888,3674.7389,34608.4878
J-18272001,Complete,253,Linda Meisner,1576,Superior Bicycles,2,ZY - EXPRESS,2020-09-02 0:00,2020-09-08 0:00,41529.0533,3322.3243,3093.6563,48903.9346
C-16693695,Complete,256,Frank Pellow,1556,West Junction Cycles,5,CARGO TRANSPORT 5,2023-12-22 0:00,2023-12-29 0:00,27494.3907,2199.5513,4323.4475,34017.3895
C-63425802,Complete,260,Annette Hill,1684,Professional Athletic Consultants,5,CARGO TRANSPORT 5,2020-08-12 0:00,2020-08-18 0:00,39297.0444,3143.7636,3596.7768,46037.5848
F-63559945,Rejected,253,Linda Meisner,1684,Professional Athletic Consultants,2,ZY - EXPRESS,2024-05-27 0:00,2024-05-31 0:00,43376.5842,3470.1267,2933.3937,50775.7067
G-54316009,Complete,256,Frank Pellow,1556,West Junction Cycles,4,OVERNIGHT J-FAST,2021-03-18 0:00,2021-03-22 0:00,26169.5569,2093.5646,1652.1513,29915.0971
G-10284087,Complete,261,Reinout Hillmann,1632,Sport Fan Co.,2,ZY - EXPRESS,2023-12-18 0:00,2023-12-26 0:00,25491.8587,2039.3487,1724.786,29255.9934
J-41125697,Complete,253,Linda Meisner,1588,Signature Cycles,4,OVERNIGHT J-FAST,2022-04-15 0:00,2022-04-18 0:00,42520.0545,3401.6044,3560.4856,49482.1445
G-72434788,Complete,260,Annette Hill,1526,International Bicycles,5,CARGO TRANSPORT 5,2020-07-24 0:00,2020-08-06 0:00,28199.325,2255.946,7981.9476,38437.2186
J-48641223,Complete,258,Erin Hagens,1576,Superior Bicycles,4,OVERNIGHT J-FAST,2024-05-17 0:00,2024-05-21 0:00,45840.3044,3667.2244,2514.2197,52021.7485
G-11308574,Rejected,251,Mikael Sandberg,1678,"Proseware, Inc.",5,CARGO TRANSPORT 5,2020-01-10 0:00,2020-01-18 0:00,58685.55,4694.844,15013.4603,78393.8543
J-27486741,Complete,252,Arvind Rao,1682,"Premier Sport, Inc.",5,CARGO TRANSPORT 5,2024-09-07 0:00,2024-09-14 0:00,23796.0811,1903.6865,6621.3334,32321.101
G-34595000,Complete,258,Erin Hagens,1696,Chicago City Saddles,1,XRQ - TRUCK GROUND,2025-07-10 0:00,2025-07-17 0:00,38602.1774,3088.1742,6588.8416,48279.1932
G-99226259,Complete,251,Mikael Sandberg,1578,"Vision Cycles, Inc.",4,OVERNIGHT J-FAST,2021-06-04 0:00,2021-06-08 0:00,29358.4192,2348.6735,2074.1198,33781.2125
G-24603117,Complete,256,Frank Pellow,1576,Superior Bicycles,4,OVERNIGHT J-FAST,2023-02-02 0:00,2023-02-06 0:00,44722.2482,3577.7799,7481.2586,55781.2867
A-90406429,Complete,254,Fukiko Ogisu,1578,"Vision Cycles, Inc.",5,CARGO TRANSPORT 5,2024-07-01 0:00,2024-07-08 0:00,18172.8422,1453.8274,3559.6565,23186.3261
A-37549722,Complete,251,Mikael Sandberg,1684,Professional Athletic Consultants,4,OVERNIGHT J-FAST,2021-12-18 0:00,2021-12-31 0:00,19176.5892,1534.1271,1179.7431,21890.4594
A-57239705,Complete,256,Frank Pellow,1576,Superior Bicycles,4,OVERNIGHT J-FAST,2023-10-15 0:00,2023-10-20 0:00,44722.2482,3577.7799,4536.62,52836.6481
G-19935714,Rejected,251,Mikael Sandberg,1684,Professional Athletic Consultants,4,OVERNIGHT J-FAST,2020-03-25 0:00,2020-03-29 0:00,39297.0444,3143.7636,3840.9294,46281.7374
A-43066651,Complete,250,Sheela Word,1578,"Vision Cycles, Inc.",4,OVERNIGHT J-FAST,2022-02-07 0:00,2022-02-12 0:00,30092.3796,2407.3904,2524.1985,35023.9685
G-97676919,Complete,261,Reinout Hillmann,1684,Professional Athletic Consultants,5,CARGO TRANSPORT 5,2021-12-04 0:00,2021-12-13 0:00,40279.4705,3222.3576,7806.946,51308.7741
G-66970790,Complete,261,Reinout Hillmann,1576,Superior Bicycles,5,CARGO TRANSPORT 5,2024-03-14 0:00,2024-03-23 0:00,45840.3044,3667.2244,11987.988,62725.4271
J-42173452,Complete,260,Annette Hill,1576,Superior Bicycles,4,OVERNIGHT J-FAST,2023-12-04 0:00,2023-12-07 0:00,44722.2482,3577.7799,2970.669,51270.6971
A-38006578,Complete,250,Sheela Word,1576,Superior Bicycles,5,CARGO TRANSPORT 5,2024-04-13 0:00,2024-04-23 0:00,45840.3044,3667.2244,7316.8348,57960.8509
D-61465370,Complete,260,Annette Hill,1586,Mitchell Sports,1,XRQ - TRUCK GROUND,2025-05-19 0:00,2025-05-24 0:00,49644.4387,3971.5551,4313.3717,57929.3655
A-36547367,Complete,253,Linda Meisner,1610,Hybrid Bicycle Center,5,CARGO TRANSPORT 5,2025-09-11 0:00,2025-09-14 0:00,25475.6076,2038.0486,2698.0403,30211.6965
G-69507745,Complete,261,Reinout Hillmann,1506,Greenwood Athletic Company,1,XRQ - TRUCK GROUND,2020-09-24 0:00,2020-09-26 0:00,43878.45,3510.276,4154.8899,51543.6159
G-12402694,Complete,250,Sheela Word,1542,Hill's Bicycle Service,1,XRQ - TRUCK GROUND,2023-12-27 0:00,2023-12-31 0:00,30523.0648,2441.8452,2229.1893,35194.4475
J-24078169,Complete,251,Mikael Sandberg,1576,Superior Bicycles,4,OVERNIGHT J-FAST,2022-03-26 0:00,2022-03-31 0:00,43631.4616,3490.5169,4944.059,52066.0375
G-58622105,Complete,260,Annette Hill,1506,Greenwood Athletic Company,5,CARGO TRANSPORT 5,2022-01-28 0:00,2022-02-01 0:00,46099.7965,3687.9837,5653.5581,55441.3383
D-90477939,Complete,256,Frank Pellow,1694,"Compete, Inc.",5,CARGO TRANSPORT 5,2025-01-24 0:00,2025-02-01 0:00,8624.7248,689.978,1123.5294,10438.2322
F-82709504,Rejected,256,Frank Pellow,1584,Trey Research,1,XRQ - TRUCK GROUND,2023-05-23 0:00,2023-05-30 0:00,10322.4812,825.7985,677.5585,11825.8382
B-78057169,Complete,255,Gordon Hee,1696,Chicago City Saddles,5,CARGO TRANSPORT 5,2022-11-10 0:00,2022-11-18 0:00,41245.909,3299.6727,6351.1162,50896.6979
B-63275744,Complete,258,Erin Hagens,1576,Superior Bicycles,1,XRQ - TRUCK GROUND,2021-04-21 0:00,2021-04-24 0:00,42567.2796,3405.3824,3710.9755,49683.6375
B-89451330,Complete,261,Reinout Hillmann,1684,Professional Athletic Consultants,5,CARGO TRANSPORT 5,2024-08-13 0:00,2024-08-20 0:00,43376.5842,3470.1267,6891.1545,54812.6227
A-99753734,Complete,261,Reinout Hillmann,1576,Superior Bicycles,4,OVERNIGHT J-FAST,2025-04-27 0:00,2025-04-28 0:00,46986.312,3758.905,2194.7706,52939.9876
A-22416369,Complete,256,Frank Pellow,1626,Hill Bicycle Center,4,OVERNIGHT J-FAST,2024-03-06 0:00,2024-03-09 0:00,7872.5315,629.8025,850.2683,9352.7715
G-88539706,Complete,250,Sheela Word,1576,Superior Bicycles,4,OVERNIGHT J-FAST,2024-07-04 0:00,2024-07-07 0:00,45840.3044,3667.2244,3224.4549,52731.9837
B-37604503,Complete,256,Frank Pellow,1578,"Vision Cycles, Inc.",4,OVERNIGHT J-FAST,2020-10-06 0:00,2020-10-10 0:00,28642.3601,2291.3888,2576.3546,33510.1035
B-16167154,Rejected,257,Eric Kurjan,1494,Allenson Cycles,4,OVERNIGHT J-FAST,2022-01-24 0:00,2022-01-30 0:00,9295.1946,743.6156,614.6584,10653.4686
G-32553329,Complete,256,Frank Pellow,1664,Anderson's Custom Bikes,5,CARGO TRANSPORT 5,2022-12-28 0:00,2023-01-04 0:00,15368.6213,1229.4897,1221.8092,17819.9202
J-85212651,Complete,253,Linda Meisner,1578,"Vision Cycles, Inc.",5,CARGO TRANSPORT 5,2024-10-30 0:00,2024-11-09 0:00,18172.8422,1453.8274,5569.5839,25196.2535
A-81484579,Complete,260,Annette Hill,1684,Professional Athletic Consultants,2,ZY - EXPRESS,2020-09-10 0:00,2020-09-14 0:00,20588.1769,1647.0542,1572.4165,23807.6476
L-34054043,Complete,254,Fukiko Ogisu,1632,Sport Fan Co.,1,XRQ - TRUCK GROUND,2021-05-28 0:00,2021-06-02 0:00,63645.12,5091.6096,4639.3544,73376.084
G-87083711,Complete,261,Reinout Hillmann,1576,Superior Bicycles,4,OVERNIGHT J-FAST,2025-10-10 0:00,2025-10-17 0:00,46986.312,3758.905,2277.1921,53022.4091
G-48668511,Complete,261,Reinout Hillmann,1576,Superior Bicycles,4,OVERNIGHT J-FAST,2020-12-15 0:00,2020-12-17 0:00,41529.0533,3322.3243,4279.3457,49130.7929
G-13192174,Complete,253,Linda Meisner,1506,Greenwood Athletic Company,4,OVERNIGHT J-FAST,2024-07-29 0:00,2024-08-03 0:00,48433.5987,3874.6879,3516.6409,55824.9275
J-81878378,Complete,260,Annette Hill,1576,Superior Bicycles,1,XRQ - TRUCK GROUND,2022-09-04 0:00,2022-09-11 0:00,43631.4616,3490.5169,4729.6861,51851.6646
J-93227924,Rejected,257,Eric Kurjan,1576,Superior Bicycles,2,ZY - EXPRESS,2025-05-16 0:00,2025-05-23 0:00,46986.312,3758.905,6143.6698,56888.7559
F-63349243,Complete,255,Gordon Hee,1654,American Bikes,5,CARGO TRANSPORT 5,2020-07-02 0:00,2020-07-12 0:00,20397.3,1631.784,2455.2348,24484.3188
B-69084051,Complete,261,Reinout Hillmann,1576,Superior Bicycles,1,XRQ - TRUCK GROUND,2024-08-06 0:00,2024-08-13 0:00,45840.3044,3667.2244,4031.4074,53538.9362
A-76735118,Complete,258,Erin Hagens,1588,Signature Cycles,4,OVERNIGHT J-FAST,2025-10-07 0:00,2025-10-11 0:00,45789.4481,3663.1558,4386.776,53839.3799
J-13313396,Complete,250,Sheela Word,1576,Superior Bicycles,5,CARGO TRANSPORT 5,2024-05-22 0:00,2024-05-31 0:00,45840.3044,3667.2244,9493.1906,60180.7338
N-61624947,Complete,260,Annette Hill,1678,"Proseware, Inc.",5,CARGO TRANSPORT 5,2022-05-23 0:00,2022-05-30 0:00,35039.0004,2803.12,3866.834,41708.9544
J-33971973,Complete,252,Arvind Rao,1576,Superior Bicycles,4,OVERNIGHT J-FAST,2025-11-06 0:00,2025-11-08 0:00,46986.312,3758.905,2104.4466,52849.6636
G-13737432,Complete,261,Reinout Hillmann,1578,"Vision Cycles, Inc.",5,CARGO TRANSPORT 5,2024-12-07 0:00,2024-12-13 0:00,31615.8064,2529.2645,5409.9277,39554.9986
G-78397145,Complete,258,Erin Hagens,1578,"Vision Cycles, Inc.",1,XRQ - TRUCK GROUND,2024-04-02 0:00,2024-04-09 0:00,31615.8064,2529.2645,2574.2951,36719.366
G-67755226,Complete,252,Arvind Rao,1526,International Bicycles,5,CARGO TRANSPORT 5,2021-10-13 0:00,2021-10-17 0:00,28904.3081,2312.3446,5210.7883,36427.441
G-11525601,Complete,250,Sheela Word,1576,Superior Bicycles,5,CARGO TRANSPORT 5,2024-09-07 0:00,2024-09-12 0:00,45840.3044,3667.2244,11325.6142,62049.8059
G-43531219,Complete,261,Reinout Hillmann,1586,Mitchell Sports,1,XRQ - TRUCK GROUND,2025-07-17 0:00,2025-07-19 0:00,49644.4387,3971.5551,3994.6138,57610.6076
G-90010820,Complete,261,Reinout Hillmann,1570,First Rate Bicycles,2,ZY - EXPRESS,2023-12-29 0:00,2024-01-03 0:00,54771.1149,4381.6892,6349.5939,65502.398
A-38446574,Complete,261,Reinout Hillmann,1506,Greenwood Athletic Company,5,CARGO TRANSPORT 5,2022-07-07 0:00,2022-07-14 0:00,46099.7965,3687.9837,5768.8223,55556.6025
G-81877586,Complete,260,Annette Hill,1654,American Bikes,2,ZY - EXPRESS,2025-11-29 0:00,2025-12-03 0:00,23077.6727,1846.2138,2901.7234,27825.6099
A-84064494,Complete,254,Fukiko Ogisu,1658,Crowley Sport,1,XRQ - TRUCK GROUND,2020-06-08 0:00,2020-06-14 0:00,43878.45,3510.276,7454.2313,54842.9573
J-93599436,Complete,260,Annette Hill,1578,"Vision Cycles, Inc.",5,CARGO TRANSPORT 5,2022-02-08 0:00,2022-02-16 0:00,12795.2068,1023.6165,2249.0324,16067.8557
A-50958804,Complete,258,Erin Hagens,1576,Superior Bicycles,5,CARGO TRANSPORT 5,2025-10-29 0:00,2025-11-03 0:00,46986.312,3758.905,5616.6444,55234.6242
G-97464454,Complete,254,Fukiko Ogisu,1578,"Vision Cycles, Inc.",5,CARGO TRANSPORT 5,2023-11-24 0:00,2023-12-03 0:00,30844.6891,2467.5751,7561.0318,40873.296
G-40960375,Complete,254,Fukiko Ogisu,1584,Trey Research,5,CARGO TRANSPORT 5,2020-09-09 0:00,2020-09-17 0:00,16340.31,1307.2248,2487.866,20135.0399
A-65800290,Complete,261,Reinout Hillmann,1638,Inline Accessories,5,CARGO TRANSPORT 5,2023-08-02 0:00,2023-08-10 0:00,37308.0411,2984.6433,6787.17,47079.8544
J-54814726,Complete,258,Erin Hagens,1578,"Vision Cycles, Inc.",2,ZY - EXPRESS,2025-12-29 0:00,2026-01-03 0:00,32406.2015,2592.4961,2727.531,37726.2286
B-93401723,Complete,253,Linda Meisner,1652,Victory Bikes,5,CARGO TRANSPORT 5,2025-08-29 0:00,2025-09-03 0:00,58367.1717,4669.3737,4624.1676,67660.713
G-82241553,Complete,260,Annette Hill,1638,Inline Accessories,2,ZY - EXPRESS,2022-01-04 0:00,2022-01-09 0:00,36398.0889,2911.8471,4431.7183,43741.6543
J-81909135,Complete,259,Ben Miller,1628,Bicycle Specialists,5,CARGO TRANSPORT 5,2021-09-03 0:00,2021-09-24 0:00,35510.3306,2840.8264,1161.4244,39512.5814
J-53417618,Complete,260,Annette Hill,1576,Superior Bicycles,1,XRQ - TRUCK GROUND,2021-10-14 0:00,2021-10-21 0:00,42567.2796,3405.3824,2913.4312,48886.0932
J-38117735,Complete,250,Sheela Word,1576,Superior Bicycles,4,OVERNIGHT J-FAST,2021-06-24 0:00,2021-06-28 0:00,42567.2796,3405.3824,3269.8999,49242.5619
A-39653007,Complete,260,Annette Hill,1570,First Rate Bicycles,4,OVERNIGHT J-FAST,2021-04-25 0:00,2021-04-29 0:00,52131.9356,4170.5548,6162.0292,62464.5196
B-15324789,Complete,256,Frank Pellow,1654,American Bikes,5,CARGO TRANSPORT 5,2021-12-23 0:00,2022-01-02 0:00,20907.2325,1672.5786,2916.1345,25495.9456
G-46097505,Complete,250,Sheela Word,1576,Superior Bicycles,5,CARGO TRANSPORT 5,2024-11-07 0:00,2024-11-17 0:00,45840.3044,3667.2244,5029.0751,53445.8718
G-57853879,Complete,257,Eric Kurjan,1578,"Vision Cycles, Inc.",5,CARGO TRANSPORT 5,2023-05-18 0:00,2023-05-24 0:00,13115.087,1049.207,3740.2819,17904.5759
J-96393952,Complete,259,Ben Miller,1692,Carlson Specialties,4,OVERNIGHT J-FAST,2021-07-07 0:00,2021-07-11 0:00,13795.1572,1103.6126,1786.8136,16685.5834
