Purchase_Order_ID,Status_Description,Employee_Name,Vendor_Name,Vendor_ID,Shipment_Method,Order_Date,Ship_Date,Subtotal,Tax_Amount,Freight,Total_Due,SKU_Category,SKU
PO11394,Complete,Patrick Chaney Jr.,Vendor 43,V043,Air,2025-03-22,2025-03-26,3688.49,184.42,59.76,3932.67,Office Supplies,OS005
PO11917,Complete,Douglas Garcia,Vendor 9,V009,Overnight,2025-08-26,2025-08-29,2351.32,117.57,57.32,2526.21,Electronics,EL035
PO11684,Complete,Laura Morgan,Vendor 8,V008,Overnight,2025-09-28,2025-10-04,3264.46,163.22,48.96,3476.64,Office Supplies,OS038
PO10882,Complete,Laura Morgan,Vendor 21,V021,Air,2025-07-19,2025-07-23,4947.02,247.35,33.92,5228.29,Maintenance,MT025
PO10807,Complete,Jacob Patterson,Vendor 8,V008,Overnight,2025-06-07,2025-06-12,2719.76,135.99,97.85,2953.6,Miscellaneous,MS011
PO10273,Complete,Natalie Richardson,Vendor 44,V044,Air,2025-10-15,2025-10-22,4343.37,217.17,82.01,4642.55,Electronics,EL034
PO11581,Complete,Dorothy Hines,Vendor 6,V006,Ground,2025-08-30,2025-09-04,360.71,18.04,78.26,457.01,Maintenance,MT036
PO10716,Complete,Jacob Patterson,Vendor 50,V050,Air,2025-02-16,2025-02-20,1518.24,75.91,15.38,1609.53,Electronics,EL007
PO11519,Complete,Kimberly Richardson,Vendor 12,V012,Air,2025-11-22,2025-11-25,2949.92,147.5,8.6,3106.02,Office Supplies,OS007
PO10372,Rejected,Dorothy Hines,Vendor 39,V039,Ground,2025-05-09,2025-05-10,772.02,38.6,55.24,865.86,Furniture,FC030
PO10223,Complete,Kimberly Richardson,Vendor 5,V005,Air,2025-10-21,2025-10-28,4758.44,237.92,53.52,5049.88,Office Supplies,OS025
PO10746,Complete,Randy Hernandez,Vendor 27,V027,Overnight,2025-06-05,2025-06-08,551.05,27.55,81.01,659.61,Office Supplies,OS027
PO10582,Complete,Brandi Smith,Vendor 17,V017,Overnight,2025-07-06,2025-07-03,2016.05,100.8,19.61,2136.46,Maintenance,MT033
PO11104,Complete,Kelly Moore,Vendor 2,V002,Overnight,2025-03-23,2025-03-24,3573.89,178.69,17.03,3769.61,Furniture,FC015
PO10519,Complete,Natalie Richardson,Vendor 40,V040,Express,2025-06-28,2025-07-02,3164.01,158.2,58.59,3380.8,Miscellaneous,MS004
PO10335,Complete,Kelly Moore,Vendor 16,V016,Overnight,2025-05-17,2025-05-22,1873.4,93.67,42.57,2009.64,Electronics,EL011
PO11925,Complete,Patrick Chaney Jr.,Vendor 21,V021,Ground,2025-10-21,2025-10-22,1476.16,73.81,88.84,1638.81,Furniture,FC039
PO11335,Complete,Brooke Jackson,Vendor 30,V030,Air,2025-02-23,2025-02-25,591.96,29.6,42.4,663.96,Furniture,FC003
PO11158,Complete,Dorothy Hines,Vendor 8,V008,Ground,2025-03-26,2025-03-29,959.94,48.0,10.97,1018.91,Office Supplies,OS011
PO11955,Complete,Erica Nelson,Vendor 2,V002,Air,2025-04-19,2025-04-21,117.61,5.88,41.59,165.08,Office Supplies,OS005
PO10016,Complete,Jacob Patterson,Vendor 6,V006,Overnight,2025-09-22,2025-09-24,1215.19,60.76,77.56,1353.51,Electronics,EL045
PO10702,Complete,Kevin Meyer,Vendor 5,V005,Air,2025-04-28,2025-05-01,2845.84,142.29,59.33,3047.46,Miscellaneous,MS029
PO11860,Complete,Dorothy Hines,Vendor 26,V026,Air,2025-03-21,2025-03-26,643.23,32.16,87.64,763.03,Office Supplies,OS027
PO11872,Complete,Dorothy Hines,Vendor 50,V050,Express,2025-04-23,2025-04-24,918.0,45.9,29.04,992.94,Maintenance,MT003
PO11720,Complete,Patrick Chaney Jr.,Vendor 13,V013,Express,2025-07-02,2025-07-09,647.85,32.39,48.51,728.75,Office Supplies,OS017
PO11681,Complete,Brooke Jackson,Vendor 16,V016,Ground,2025-11-23,2025-11-19,1037.41,51.87,16.55,1105.83,Furniture,FC023
PO10937,Rejected,Kelly Andrews,Vendor 32,V032,Air,2025-05-15,2025-05-17,524.48,26.22,75.17,625.87,Furniture,FC007
PO10466,Complete,Randy Hernandez,Vendor 12,V012,Air,2025-03-07,2025-03-10,4166.64,208.33,95.74,4470.71,Furniture,FC017
PO11823,Complete,Laura Morgan,Vendor 5,V005,Express,2025-07-16,2025-07-23,4315.67,215.78,23.4,4554.85,Miscellaneous,MS018
PO10200,Complete,Laura Morgan,Vendor 38,V038,Express,2025-05-13,2025-05-20,3976.56,198.83,49.16,4224.55,Miscellaneous,MS050
PO11232,Complete,Robert Moss,Vendor 26,V026,Ground,2025-08-27,2025-09-03,1678.2,83.91,47.02,1809.13,Furniture,FC044
PO11079,Complete,Angie Boyd,Vendor 39,V039,Express,2025-05-04,2025-05-09,803.97,40.2,60.26,904.43,Miscellaneous,MS048
PO11351,Rejected,Robert Moss,Vendor 12,V012,Air,2025-07-20,2025-07-22,511.87,25.59,11.27,548.73,Electronics,EL027
PO11327,Complete,Rachel Moore,Vendor 30,V030,Express,2025-08-29,2025-09-04,3949.51,197.48,25.99,4172.98,Maintenance,MT022
PO11667,Complete,Randy Hernandez,Vendor 41,V041,Express,2025-03-05,2025-03-11,4906.91,245.35,87.46,5239.72,Furniture,FC004
PO11353,Rejected,Natalie Richardson,Vendor 2,V002,Air,2025-10-07,2025-10-09,3889.34,194.47,74.51,4158.32,Office Supplies,OS049
PO11429,Complete,Erica Nelson,Vendor 15,V015,Overnight,2025-03-02,2025-03-08,1487.84,74.39,49.99,1612.22,Electronics,EL015
PO11442,Complete,Michael Brown,Vendor 25,V025,Overnight,2025-06-15,2025-06-19,930.11,46.51,43.73,1020.35,Miscellaneous,MS017
PO11360,Complete,Kelly Moore,Vendor 5,V005,Express,2025-09-09,2025-09-12,3207.12,160.36,16.94,3384.42,Miscellaneous,MS021
PO10693,Rejected,Brandi Smith,Vendor 22,V022,Overnight,2025-01-10,2025-01-15,2604.92,130.25,30.09,2765.26,Electronics,EL016
PO10589,Complete,Dorothy Hines,Vendor 22,V022,Overnight,2025-09-07,2025-09-09,2271.98,113.6,37.52,2423.1,Miscellaneous,MS040
PO10044,Complete,Laura Morgan,Vendor 42,V042,Air,2025-01-31,2025-02-04,1547.39,77.37,26.69,1651.45,Furniture,FC014
PO10275,Complete,Natalie Richardson,Vendor 26,V026,Express,2025-08-16,2025-08-17,292.93,14.65,78.81,386.39,Miscellaneous,MS022
PO11122,Complete,Laura Morgan,Vendor 7,V007,Express,2026-01-03,2026-01-03,598.13,29.91,49.55,677.59,Office Supplies,OS021
PO10102,Rejected,Jacob Patterson,Vendor 3,V003,Overnight,2025-07-16,2025-07-21,4871.9,243.59,29.35,5144.84,Maintenance,MT018
PO11006,Complete,Robert Brown,Vendor 45,V045,Overnight,2025-09-20,2025-09-21,559.37,27.97,9.41,596.75,Furniture,FC008
PO11310,Complete,Natalie Richardson,Vendor 49,V049,Express,2025-06-17,2025-06-24,4492.47,224.62,93.3,4810.39,Miscellaneous,MS042
PO11211,Complete,Laura Morgan,Vendor 48,V048,Overnight,2025-11-09,2025-11-15,4353.99,217.7,65.28,4636.97,Miscellaneous,MS016
PO10108,Complete,Tommy Duarte,Vendor 3,V003,Overnight,2025-08-06,2025-08-09,3782.59,189.13,17.52,3989.24,Miscellaneous,MS002
PO11805,Complete,Douglas Garcia,Vendor 12,V012,Express,2025-03-12,2025-03-17,4338.06,216.9,71.16,4626.12,Maintenance,MT014
PO10498,Rejected,Angie Boyd,Vendor 5,V005,Overnight,2025-04-25,2025-04-27,2248.78,112.44,17.49,2378.71,Furniture,FC024
PO11840,Complete,Angie Boyd,Vendor 47,V047,Overnight,2025-10-09,2025-10-14,1329.76,66.49,38.91,1435.16,Furniture,FC024
PO10915,Complete,Randy Hernandez,Vendor 4,V004,Air,2025-11-02,2025-11-03,1655.15,82.76,38.27,1776.18,Furniture,FC028
PO10782,Complete,Dorothy Hines,Vendor 43,V043,Express,2025-08-16,2025-08-16,2649.94,132.5,10.68,2793.12,Electronics,EL017
PO10728,Complete,Robert Moss,Vendor 30,V030,Express,2025-07-14,2025-07-16,4948.89,247.44,19.41,5215.74,Miscellaneous,MS043
PO11132,Complete,Laura Morgan,Vendor 40,V040,Ground,2025-11-20,2025-11-22,4820.58,241.03,83.67,5145.28,Furniture,FC017
PO11324,Complete,Brandi Smith,Vendor 40,V040,Express,2025-01-14,2025-01-15,1006.76,50.34,17.26,1074.36,Office Supplies,OS045
PO11778,Complete,Patrick Chaney Jr.,Vendor 2,V002,Ground,2025-06-16,2025-06-19,2697.87,134.89,36.88,2869.64,Furniture,FC036
PO10839,Complete,Laura Morgan,Vendor 43,V043,Ground,2025-05-03,2025-05-05,3073.34,153.67,89.41,3316.42,Maintenance,MT044
PO10073,Rejected,Douglas Garcia,Vendor 45,V045,Ground,2025-04-20,2025-04-25,2881.98,144.1,72.39,3098.47,Miscellaneous,MS003
PO10820,Complete,Robert Brown,Vendor 26,V026,Overnight,2025-01-10,2025-01-11,3116.99,155.85,71.04,3343.88,Office Supplies,OS008
PO11240,Rejected,Patrick Chaney Jr.,Vendor 34,V034,Overnight,2025-03-21,2025-03-27,4221.95,211.1,37.27,4470.32,Office Supplies,OS036
PO11193,Complete,Rachel Moore,Vendor 16,V016,Air,2025-04-23,2025-04-29,3170.44,158.52,69.89,3398.85,Office Supplies,OS026
PO10655,Rejected,Natalie Richardson,Vendor 39,V039,Overnight,2025-11-07,2025-11-12,3152.0,157.6,76.48,3386.08,Miscellaneous,MS005
PO10482,Complete,Rachel Moore,Vendor 9,V009,Air,2025-07-08,2025-07-14,2666.46,133.32,61.19,2860.97,Electronics,EL032
PO11092,Complete,Kevin Meyer,Vendor 34,V034,Overnight,2025-04-08,2025-04-10,894.66,44.73,98.73,1038.12,Furniture,FC028
PO10507,Complete,Jacob Patterson,Vendor 12,V012,Overnight,2025-04-19,2025-04-26,1177.08,58.85,94.11,1330.04,Furniture,FC004
PO11602,Complete,Kevin Meyer,Vendor 20,V020,Ground,2025-04-16,2025-04-17,2315.75,115.79,26.5,2458.04,Office Supplies,OS027
PO10836,Complete,Kevin Meyer,Vendor 17,V017,Ground,2025-06-22,2025-06-26,3832.06,191.6,53.48,4077.14,Office Supplies,OS004
PO11145,Complete,Michael Brown,Vendor 49,V049,Ground,2025-05-11,2025-05-13,925.4,46.27,59.76,1031.43,Electronics,EL031
PO10766,Complete,Brandi Smith,Vendor 40,V040,Air,2025-05-17,2025-05-22,1697.32,84.87,96.91,1879.1,Miscellaneous,MS039
PO11587,Complete,Angie Boyd,Vendor 10,V010,Overnight,2025-04-12,2025-04-19,2942.95,147.15,35.12,3125.22,Furniture,FC022
PO11011,Complete,Robert Moss,Vendor 50,V050,Air,2025-01-14,2025-01-21,4648.79,232.44,27.26,4908.49,Miscellaneous,MS003
PO10312,Complete,Kelly Moore,Vendor 42,V042,Overnight,2025-12-01,2025-12-02,3786.3,189.32,69.31,4044.93,Furniture,FC046
PO10858,Complete,Brooke Jackson,Vendor 25,V025,Air,2025-01-01,2025-01-02,3746.12,187.31,60.82,3994.25,Office Supplies,OS032
PO10406,Complete,Natalie Richardson,Vendor 35,V035,Ground,2025-06-27,2025-07-04,2336.01,116.8,72.89,2525.7,Office Supplies,OS033
PO10753,Complete,Robert Moss,Vendor 40,V040,Ground,2025-07-16,2025-07-21,953.06,47.65,22.28,1022.99,Furniture,FC005
PO11207,Complete,Kevin Meyer,Vendor 20,V020,Overnight,2025-08-26,2025-08-27,3387.46,169.37,41.68,3598.51,Miscellaneous,MS039
PO10310,Complete,Kimberly Richardson,Vendor 43,V043,Overnight,2025-09-30,2025-10-07,4985.81,249.29,21.27,5256.37,Office Supplies,OS007
PO10227,Complete,Kelly Andrews,Vendor 41,V041,Overnight,2025-04-11,2025-04-12,2407.84,120.39,51.23,2579.46,Maintenance,MT040
PO11733,Complete,Michael Brown,Vendor 7,V007,Express,2025-08-12,2025-08-14,327.29,16.36,40.71,384.36,Miscellaneous,MS047
PO11815,Complete,Randy Hernandez,Vendor 17,V017,Express,2025-12-07,2025-12-05,862.53,43.13,24.97,930.63,Office Supplies,OS017
PO11560,Complete,Tommy Duarte,Vendor 14,V014,Ground,2025-10-31,2025-11-02,4381.8,219.09,5.11,4606.0,Miscellaneous,MS005
PO10856,Complete,Brandi Smith,Vendor 29,V029,Overnight,2025-04-15,2025-04-19,2092.7,104.63,91.98,2289.31,Office Supplies,OS048
PO11048,Rejected,Kelly Andrews,Vendor 22,V022,Air,2025-12-17,2025-12-18,4012.11,200.61,79.17,4291.89,Electronics,EL015
PO10149,Complete,Kimberly Richardson,Vendor 18,V018,Air,2025-02-16,2025-02-19,2209.38,110.47,12.35,2332.2,Miscellaneous,MS023
PO11798,Complete,Jacob Patterson,Vendor 29,V029,Air,2025-10-12,2025-10-18,1068.78,53.44,96.47,1218.69,Maintenance,MT007
PO11081,Complete,Rachel Moore,Vendor 30,V030,Ground,2025-07-08,2025-07-13,3700.58,185.03,36.27,3921.88,Maintenance,MT042
PO10862,Complete,Michael Brown,Vendor 19,V019,Overnight,2025-05-25,2025-05-27,3704.58,185.23,19.44,3909.25,Miscellaneous,MS014
PO10846,Complete,Patrick Chaney Jr.,Vendor 14,V014,Overnight,2025-10-06,2025-10-08,4770.94,238.55,82.22,5091.71,Furniture,FC006
PO11390,Complete,Robert Brown,Vendor 21,V021,Express,2025-02-25,2025-02-26,3369.12,168.46,93.4,3630.98,Maintenance,MT007
PO10576,Complete,Laura Morgan,Vendor 4,V004,Air,2025-03-27,2025-04-03,3302.11,165.11,64.25,3531.47,Furniture,FC040
PO10558,Rejected,Laura Morgan,Vendor 7,V007,Air,2025-02-16,2025-02-19,533.81,26.69,67.48,627.98,Maintenance,MT035
PO10722,Rejected,Laura Morgan,Vendor 40,V040,Overnight,2025-06-25,2025-06-29,2332.24,116.61,75.14,2523.99,Electronics,EL046
PO11913,Complete,Robert Brown,Vendor 35,V035,Air,2025-11-14,2025-11-15,1945.69,97.28,77.56,2120.53,Office Supplies,OS046
PO11988,Complete,Kimberly Richardson,Vendor 6,V006,Express,2025-12-27,2025-12-28,3279.01,163.95,17.78,3460.74,Office Supplies,OS018
PO11732,Complete,Kelly Moore,Vendor 1,V001,Air,2025-08-02,2025-08-09,891.62,44.58,22.81,959.01,Furniture,FC008
PO11980,Complete,Douglas Garcia,Vendor 4,V004,Air,2025-08-30,2025-08-31,4062.4,203.12,84.14,4349.66,Office Supplies,OS011
PO10994,Complete,Randy Hernandez,Vendor 50,V050,Air,2025-01-01,2025-01-05,20.0,1.0,26.76,47.76,Miscellaneous,MS031
PO10287,Rejected,Jacob Patterson,Vendor 11,V011,Air,2025-09-07,2025-09-05,4418.27,220.91,60.93,4700.11,Electronics,EL040
PO11636,Complete,Rachel Moore,Vendor 12,V012,Express,2025-04-16,2025-04-18,1816.88,90.84,61.12,1968.84,Electronics,EL003
PO11722,Complete,Natalie Richardson,Vendor 15,V015,Overnight,2025-12-21,2025-12-27,2847.15,142.36,59.76,3049.27,Electronics,EL028
PO10629,Complete,Tommy Duarte,Vendor 8,V008,Ground,2025-07-12,2025-07-19,2892.93,144.65,29.23,3066.81,Miscellaneous,MS006
PO10599,Complete,Michael Brown,Vendor 1,V001,Express,2025-04-02,2025-04-09,2563.1,128.16,30.5,2721.76,Electronics,EL049
PO10966,Complete,Patrick Chaney Jr.,Vendor 40,V040,Overnight,2025-04-15,2025-04-17,3046.05,152.3,21.73,3220.08,Furniture,FC010
PO11594,Complete,Brooke Jackson,Vendor 11,V011,Air,2025-04-12,2025-04-11,4549.13,227.46,21.4,4797.99,Furniture,FC027
PO11669,Complete,Douglas Garcia,Vendor 44,V044,Express,2025-05-28,2025-06-04,3887.74,194.39,76.4,4158.53,Maintenance,MT001
PO11619,Complete,Kelly Moore,Vendor 31,V031,Ground,2025-06-03,2025-06-04,1687.63,84.38,14.36,1786.37,Furniture,FC043
PO11076,Complete,Kelly Moore,Vendor 40,V040,Ground,2025-08-24,2025-08-30,2709.6,135.48,16.89,2861.97,Office Supplies,OS039
PO11256,Complete,Jacob Patterson,Vendor 40,V040,Express,2025-07-13,2025-07-16,686.59,34.33,18.22,739.14,Office Supplies,OS050
PO10835,Complete,Brooke Jackson,Vendor 17,V017,Overnight,2025-04-15,2025-04-16,1616.54,80.83,61.97,1759.34,Electronics,EL003
PO10938,Complete,Randy Hernandez,Vendor 40,V040,Overnight,2025-06-23,2025-06-27,1655.36,82.77,99.66,1837.79,Furniture,FC007
PO10783,Complete,Brandi Smith,Vendor 42,V042,Air,2025-02-27,2025-03-06,2008.59,100.43,98.62,2207.64,Office Supplies,OS009
PO11230,Complete,Dorothy Hines,Vendor 27,V027,Express,2025-10-22,2025-10-26,2446.4,122.32,96.28,2665.0,Furniture,FC013
PO11853,Complete,Robert Brown,Vendor 50,V050,Express,2025-08-04,2025-08-11,3364.91,168.25,66.89,3600.05,Miscellaneous,MS011
PO10610,Complete,Brooke Jackson,Vendor 47,V047,Air,2025-10-14,2025-10-17,3383.55,169.18,80.3,3633.03,Maintenance,MT038
PO11432,Complete,Kimberly Richardson,Vendor 1,V001,Ground,2025-06-14,2025-06-17,31.39,1.57,21.53,54.49,Furniture,FC014
PO10825,Complete,Kevin Meyer,Vendor 11,V011,Express,2025-07-15,2025-07-21,3702.27,185.11,76.04,3963.42,Maintenance,MT011
PO11451,Complete,Kevin Meyer,Vendor 32,V032,Ground,2025-07-28,2025-07-29,1747.42,87.37,30.49,1865.28,Maintenance,MT045
PO11037,Complete,Erica Nelson,Vendor 2,V002,Express,2025-09-06,2025-09-10,4674.0,233.7,18.08,4925.78,Furniture,FC019
PO10494,Rejected,Kimberly Richardson,Vendor 41,V041,Ground,2025-01-10,2025-01-13,3790.48,189.52,30.62,4010.62,Maintenance,MT049
PO11588,Complete,Robert Moss,Vendor 10,V010,Overnight,2025-01-16,2025-01-17,3657.12,182.86,52.57,3892.55,Maintenance,MT030
PO10278,Rejected,Robert Brown,Vendor 18,V018,Overnight,2025-04-10,2025-04-17,2801.95,140.1,27.68,2969.73,Maintenance,MT028
PO11886,Rejected,Tommy Duarte,Vendor 16,V016,Ground,2025-09-15,2025-09-22,4404.35,220.22,9.62,4634.19,Office Supplies,OS006
PO10359,Complete,Laura Morgan,Vendor 16,V016,Ground,2025-12-26,2025-12-29,1369.58,68.48,33.14,1471.2,Furniture,FC009
PO11673,Complete,Kevin Meyer,Vendor 33,V033,Express,2025-05-09,2025-05-15,1175.91,58.8,45.24,1279.95,Miscellaneous,MS018
PO10237,Complete,Robert Moss,Vendor 42,V042,Express,2025-04-09,2025-04-10,3299.26,164.96,20.66,3484.88,Miscellaneous,MS046
PO10552,Complete,Kevin Meyer,Vendor 16,V016,Express,2025-05-25,2025-05-29,3425.76,171.29,70.9,3667.95,Miscellaneous,MS039
PO11907,Complete,Kevin Meyer,Vendor 27,V027,Overnight,2025-10-22,2025-10-25,1913.79,95.69,24.61,2034.09,Miscellaneous,MS031
PO10931,Complete,Patrick Chaney Jr.,Vendor 3,V003,Air,2025-01-31,2025-02-05,2642.2,132.11,94.86,2869.17,Electronics,EL025
PO10209,Complete,Randy Hernandez,Vendor 6,V006,Overnight,2025-11-15,2025-11-20,4193.22,209.66,76.47,4479.35,Maintenance,MT014
PO11415,Complete,Laura Morgan,Vendor 6,V006,Express,2025-12-17,2025-12-22,990.54,49.53,89.58,1129.65,Furniture,FC038
PO11592,Complete,Robert Brown,Vendor 6,V006,Ground,2025-08-27,2025-08-31,4388.97,219.45,52.51,4660.93,Office Supplies,OS015
PO10059,Complete,Jacob Patterson,Vendor 9,V009,Express,2025-11-19,2025-11-20,2609.93,130.5,93.42,2833.85,Office Supplies,OS002
PO10632,Complete,Kevin Meyer,Vendor 35,V035,Overnight,2025-08-10,2025-08-14,86.0,4.3,20.43,110.73,Furniture,FC030
PO11616,Complete,Brandi Smith,Vendor 16,V016,Express,2025-06-10,2025-06-16,339.4,16.97,8.66,365.03,Office Supplies,OS013
PO11899,Complete,Kelly Moore,Vendor 11,V011,Air,2025-11-14,2025-11-20,1699.43,84.97,20.98,1805.38,Office Supplies,OS039
PO11609,Rejected,Kelly Moore,Vendor 43,V043,Ground,2025-11-18,2025-11-20,906.18,45.31,92.81,1044.3,Furniture,FC006
PO10364,Complete,Robert Moss,Vendor 28,V028,Express,2025-08-27,2025-09-03,4083.4,204.17,98.22,4385.79,Office Supplies,OS021
PO10506,Complete,Robert Moss,Vendor 31,V031,Express,2025-07-25,2025-08-01,878.99,43.95,89.01,1011.95,Maintenance,MT018
PO11493,Complete,Robert Moss,Vendor 37,V037,Ground,2025-06-29,2025-07-04,4848.99,242.45,19.33,5110.77,Maintenance,MT005
PO11147,Complete,Kelly Moore,Vendor 45,V045,Air,2025-10-29,2025-10-30,4400.39,220.02,18.12,4638.53,Electronics,EL004
PO11709,Complete,Robert Moss,Vendor 28,V028,Air,2025-05-28,2025-06-04,2161.81,108.09,28.58,2298.0,Miscellaneous,MS020
PO11885,Complete,Erica Nelson,Vendor 26,V026,Express,2025-11-17,2025-11-22,2627.76,131.39,89.23,2848.38,Miscellaneous,MS036
PO11647,Rejected,Robert Moss,Vendor 12,V012,Express,2025-06-26,2025-07-03,4379.5,218.98,97.69,4696.17,Electronics,EL010
PO11406,Complete,Douglas Garcia,Vendor 5,V005,Express,2025-09-29,2025-10-02,903.08,45.15,48.64,996.87,Maintenance,MT050
PO11007,Complete,Robert Moss,Vendor 20,V020,Overnight,2025-03-15,2025-03-18,4768.68,238.43,13.47,5020.58,Maintenance,MT023
PO10119,Complete,Kelly Moore,Vendor 18,V018,Overnight,2025-08-12,2025-08-17,2405.87,120.29,18.35,2544.51,Maintenance,MT015
PO11275,Complete,Robert Brown,Vendor 48,V048,Air,2025-12-28,2026-01-04,4835.11,241.76,86.04,5162.91,Furniture,FC026
PO10793,Rejected,Tommy Duarte,Vendor 18,V018,Overnight,2025-01-08,2025-01-10,4191.39,209.57,6.05,4407.01,Furniture,FC024
PO10523,Complete,Brooke Jackson,Vendor 44,V044,Ground,2025-02-27,2025-03-04,984.67,49.23,71.85,1105.75,Maintenance,MT041
PO10514,Rejected,Erica Nelson,Vendor 42,V042,Overnight,2025-08-24,2025-08-27,3024.17,151.21,61.7,3237.08,Office Supplies,OS024
PO10082,Complete,Brooke Jackson,Vendor 13,V013,Ground,2025-04-26,2025-04-28,3551.95,177.6,99.5,3829.05,Furniture,FC025
PO10939,Complete,Kevin Meyer,Vendor 42,V042,Express,2025-08-01,2025-08-04,1016.48,50.82,89.56,1156.86,Miscellaneous,MS009
PO11042,Complete,Robert Brown,Vendor 16,V016,Air,2025-10-22,2025-10-23,3846.48,192.32,6.26,4045.06,Maintenance,MT038
PO10381,Complete,Rachel Moore,Vendor 38,V038,Overnight,2025-01-06,2025-01-09,377.43,18.87,94.05,490.35,Electronics,EL009
PO11822,Rejected,Angie Boyd,Vendor 17,V017,Overnight,2025-03-25,2025-03-28,1311.54,65.58,69.62,1446.74,Miscellaneous,MS016
PO11833,Complete,Dorothy Hines,Vendor 35,V035,Overnight,2025-12-07,2025-12-10,2867.74,143.39,70.52,3081.65,Maintenance,MT049
PO10085,Complete,Tommy Duarte,Vendor 45,V045,Air,2025-07-23,2025-07-25,2206.54,110.33,33.51,2350.38,Furniture,FC014
PO11712,Complete,Randy Hernandez,Vendor 2,V002,Express,2025-06-29,2025-07-06,353.35,17.67,70.55,441.57,Office Supplies,OS025
PO11531,Complete,Brooke Jackson,Vendor 40,V040,Overnight,2025-10-16,2025-10-17,779.4,38.97,51.94,870.31,Furniture,FC003
PO10330,Complete,Douglas Garcia,Vendor 46,V046,Air,2025-02-27,2025-03-04,3156.38,157.82,81.98,3396.18,Electronics,EL041
PO10007,Complete,Robert Brown,Vendor 21,V021,Overnight,2025-05-09,2025-05-10,2406.73,120.34,82.41,2609.48,Maintenance,MT029
PO11188,Complete,Robert Moss,Vendor 47,V047,Overnight,2025-04-11,2025-04-12,249.54,12.48,12.78,274.8,Office Supplies,OS039
PO11271,Complete,Patrick Chaney Jr.,Vendor 5,V005,Express,2025-07-16,2025-07-23,3271.29,163.56,51.46,3486.31,Office Supplies,OS030
PO11819,Rejected,Kelly Andrews,Vendor 20,V020,Air,2025-04-07,2025-04-12,866.35,43.32,37.81,947.48,Furniture,FC001
PO10907,Complete,Rachel Moore,Vendor 3,V003,Ground,2025-05-23,2025-05-24,1465.69,73.28,46.75,1585.72,Furniture,FC027
PO10452,Complete,Tommy Duarte,Vendor 5,V005,Air,2025-09-16,2025-09-20,719.4,35.97,66.71,822.08,Office Supplies,OS004
PO10491,Complete,Robert Moss,Vendor 6,V006,Ground,2025-04-29,2025-05-01,3505.86,175.29,59.49,3740.64,Miscellaneous,MS040
PO11512,Complete,Kelly Moore,Vendor 25,V025,Ground,2025-07-29,2025-08-04,1012.97,50.65,82.94,1146.56,Electronics,EL022
PO10288,Complete,Brooke Jackson,Vendor 42,V042,Overnight,2025-01-02,2025-01-03,181.37,9.07,99.1,289.54,Office Supplies,OS019
PO10944,Rejected,Kelly Andrews,Vendor 10,V010,Express,2025-01-23,2025-01-25,856.35,42.82,45.29,944.46,Electronics,EL023
PO10385,Complete,Kelly Moore,Vendor 12,V012,Ground,2025-08-22,2025-08-28,4736.47,236.82,64.12,5037.41,Miscellaneous,MS010
PO11396,Complete,Kelly Moore,Vendor 32,V032,Ground,2025-09-21,2025-09-25,1405.94,70.3,62.24,1538.48,Miscellaneous,MS020
PO11868,Complete,Kelly Andrews,Vendor 25,V025,Air,2025-04-23,2025-04-24,1916.51,95.83,68.54,2080.88,Miscellaneous,MS037
PO11757,Rejected,Kelly Moore,Vendor 15,V015,Express,2025-04-13,2025-04-16,1918.33,95.92,39.73,2053.98,Furniture,FC037
PO11305,Complete,Kevin Meyer,Vendor 12,V012,Ground,2025-08-05,2025-08-08,375.93,18.8,74.49,469.22,Furniture,FC013
PO11736,Complete,Tommy Duarte,Vendor 48,V048,Overnight,2025-05-30,2025-05-31,1964.27,98.21,53.43,2115.91,Electronics,EL050
PO11953,Complete,Kelly Moore,Vendor 30,V030,Ground,2025-01-31,2025-02-01,4415.77,220.79,32.56,4669.12,Electronics,EL049
PO11467,Complete,Angie Boyd,Vendor 5,V005,Ground,2025-02-01,2025-02-06,3336.38,166.82,15.89,3519.09,Furniture,FC026
PO11341,Complete,Randy Hernandez,Vendor 18,V018,Overnight,2025-03-04,2025-03-07,1449.95,72.5,14.54,1536.99,Office Supplies,OS002
PO11112,Complete,Rachel Moore,Vendor 4,V004,Express,2025-07-04,2025-07-10,2530.54,126.53,20.48,2677.55,Electronics,EL023
PO11689,Complete,Rachel Moore,Vendor 31,V031,Overnight,2025-08-03,2025-08-06,3373.14,168.66,90.08,3631.88,Office Supplies,OS022
PO10328,Complete,Kevin Meyer,Vendor 7,V007,Express,2025-02-04,2025-02-09,2779.88,138.99,75.03,2993.9,Office Supplies,OS041
PO10443,Complete,Jacob Patterson,Vendor 28,V028,Overnight,2025-07-07,2025-07-08,2097.57,104.88,27.16,2229.61,Office Supplies,OS033
PO11660,Complete,Rachel Moore,Vendor 32,V032,Express,2025-01-21,2025-01-24,686.21,34.31,96.28,816.8,Office Supplies,OS010
PO11103,Complete,Robert Moss,Vendor 46,V046,Overnight,2025-07-01,2025-07-03,1586.56,79.33,91.58,1757.47,Maintenance,MT048
PO11488,Complete,Rachel Moore,Vendor 6,V006,Overnight,2025-12-07,2025-12-09,409.65,20.48,80.17,510.3,Furniture,FC046
PO11461,Complete,Robert Moss,Vendor 30,V030,Air,2025-07-14,2025-07-16,3902.07,195.1,58.05,4155.22,Electronics,EL005
